review_id,user_id,business_id,stars,useful,funny,cool,text,date,long_review_word_count,long_review_char_count,repetition_score
yw4wLjnQeH8NV4fbdFChTQ,fDIeJd4ki_UAB6Cdo65KDQ,_o9-JRHHg4pdXXl-LD3k1w,1,0,0,0,"THEY DO NOT CARE ABOUT CUSTOMER SERVICE OR GUEST EXPERIENCE AT ALL!! 

Will never eat at this establishment again. The one star that I am giving this restaurant is undeserving. I'm not one to complain about food let alone service but tonight was different. I ordered a simple steak burrito and took one bite and it was terrible. Being that this place is a ""Cantina"" I was expecting something totally different. The rice tasted like it was from a box of Zatarain's and the steak was marinated in an odd flavor (not mentioned in the menu - because had I known I wouldn't have ordered it) mixed with beans, sour cream, lettuce, etc. I took one bite and realized that I did not want to continue eating the steak burrito anymore and politely asked if I was able to order something different. The server said probably not because of the ""policy"" but he would ask. Both the manager and the owner who was present at the time told the server to (QUOTE) ""relay the message"" that due to their ""restaurant policy"", they weren't going to accommodate my request to order something else in place. The server went on to tell me it's because they already used their resources and its not an issue on their end that I didn't like the burrito. Further, not only did the manager nor owner ever come out to talk to us directly they refused to take the burrito off of our bill. I'm surprised that this restaurant is still in business with that kind of service. It's evident that the owner/mgmt does not care about customer service or wants of the people who dine at their restaurant whatsoever. Extremely disappointed that during this type of pandemic they would still treat the few dine-in, paying patrons as such. I have never in my life been to an establishment that had such blatant disregard for a guest's dining experience. It's also probably why none of the poor reviews are even acknowledged by management on these very forums. A Walmart McDonald's would have given me better customer service than what I encountered tonight. Sad to say, but so true in this case. Please share this to others so that they don't have to experience the same thing!",2021-01-09 03:05:30,432,2131,
x3ZBsM6eR4PoVDidy_5lsQ,fcN7Iifek0ZcC5F2EciIzQ,HxiNaGVWeNqR2gj58sCc0g,1,2,0,0,"Apollo pools resurfaced our pool and replaced tiles and 
Put new grout on all the tiles they gave us a 7 year warranty , well coming up on the 7 year warranty we developed a crack in the surface near the steps a heavily used place . We called Apollo pools in June and John came out and inspected the pool confirmed that is was still under warranty and that the were going to fix it for us . Well by October we hadn't hear anything from them so I called them and asked what was going on I spoke with Sara she assured me that they were going to put us on the schedule after inspection ( now remember we had already been inspected ) so more time passed and nothing no calls no text no email and we were coming up on the December warranty expiration they wouldn't take my calls or call me back so I turned to the bbb and filed a complaint after that they did finally come out drain our pool and send a sub contractor out to cut out a hole and patch it it looks like crap, doesn't anyone have any pride in their work anymore ? John finally came out and said they would come out with a diamond head sander and try to make the patch less noticeable that was in 11/2020 I have never heard a word from them since then ! I called in January and asked them to email me pictures of the tile mosaics of sea creatures that they do to cover up the very noticeable patch still nothing I will never work with Apollo pools again and I recommend that you don't either if u don't want the headache they have the worst customer setvice",2021-01-31 18:53:51,306,1514,
2UQhnRkaobMaC1E4Ir5Isw,Y7ns5C9DSYNBJDI0GVv3aw,IujwicxDML3FMfHURhkojA,4,2,0,1,"This was our 1st time trying this place out. Heard a bunch of great reviews and decided to finally pay a visit. Giving this place 4 stars because food was great but the cashier taking our order had a horrible attitude/customer service. 

Customer service: We were the only customers there at the time and were not greeted at all by the staff. I forgot my glasses so I had to take time viewing the menu. A female staff member finally came by after standing there for a few minutes and the first thing she says (very shortly) was ""be right with you"". We weren't ready to order yet because there were so many items to choose from and we were debating on getting a meatball sub or slice of pizza. The female staff member was standing at the register at this point and was rolling her eyes at us and answering us as if we were annoying her every time we asked a question about an item on their menu. So at this point, I was frustrated and just ordered 3 pizzas by the slice. When another customer came, she was completely nice to them. 

Environment: dining area was clean. Staff wore masks. 

Food: the single slice pizzas are HUGE! Literally one slice is equivalent to 2 (full) or 3 (thin sliced) pizzas. They have a single slice cheese pizza special with a 20oz drink for $7.50! Definitely worth it. You have the option to add toppings for an extra charge. We also ordered mozzarella sticks which weren't that great. 3 single slices specials with mozzarella sticks ended up being $36 and some change.",2021-01-24 22:50:22,310,1498,
5Dz0mDVGwfspIeQDVoMu6g,SfLzZ3PpeYORWuN3UgEheA,ZZ8mzJ0ePLZYdyUAM21m_A,3,1,0,1,"I just moved to Riverview, FL and this is the first salon I visited. Paid $87 and sis not get what was expected  went in for regular pedicure (excellent) and dip powder with extensions (poor). If it wasn't for my dip nail powder service I would give five star because it's a clean peaceful place, I feel they should make sure they know how to do dip powder, the owner should go one by one and see their work so that the customer has a great experience throughout... I hate giving bad reviews 

I got a pedicure done with Jocelyn she was great would give her 5 stars, she was caring and very aware of what I wanted. I wish she would know how to do dip powder, because they put me with someone else to get it done. Hayden I believe is her name and she stated she knew how to do dip powder, and it was not done right. I've been getting dip powder since it came out back in 2017 and I know the process. I was so disappointed the moment she was half way done, I kept telling her they were so uneven, and she looked bother that she had to keep filing, I just gave up and let her finish...it was bulkier towards the middle, the edges weren't even covered, the nail tips weren't put in right I have things like food going inside between my nail bed and nail tip. It's been barely a week and every time I do a ponytail I have hairs getting stuck on my nails because they're lifting close to the cuticle that means she did not did it correctly. Dip powder lasts me three weeks no lifts and no space between nail tips and nails. $45 for dip powder and not even a week and already lifting.!!!!",2021-01-31 21:14:03,349,1581,
3Jzg6fE8lIjo_Ct5kTStdA,6mFXqES400I4b4tpEuCSwg,PrQdHTaZItu54ZRictQBKw,4,2,1,0,"We're back! My other half and I decided not to cook this evening so we stopped at Riskys for a Sunday dinner.  Other half started off with an iced tea and me, a glass of house red wine. The wine is the next one up in price which tastes the best for the price. It's the most popular which almost guarantees a fresh bottle opened for your wine pour. The split pea & ham soup was packed with thick pasty pea flavors with a touch of sodium flavor. Not at all salty. The soup was and very moist, not to mention packed with little ham cubes.  I ordered a bowl of the roasted tomato soup, which was awesome. Very good roasted tomato flavors, low on sodium too. If you like salads, be prepared to have leftovers. The salads are very large topped with all sorts of veggies, and cheese of your choice. Lastly, the meatloaf plate is very good tasting. It's  served over mash potatoes and cooked veggies on the side. Our service was awesome. We didn't  have to wait very long for the food to arrive. The plates were really hot. Yes, I had to touch it to confirm it was hot. Doesn't everyone do that? LOL. The Bartender is a hoot. She runs around like the Ever Ready Bunny, taking drink orders at the bar and runs throughout the bar area tables including the patio helping the wait staff. Kristen, you rock! We had the opportunity to meet Angela, the supervisor, who helped us select our meals. From our view, all the all the employees worked as a well oiled machine, teamworking to cover each other, from the bar, bar lounge, and patio. Yes, we'll be back. We both enjoyed our dining experience watching the football game, and saying hello to all of our friends. P.S. I dug into my dinner to quickly forgetting to take plate photos. Oops!",2021-01-18 05:20:24,376,1726,
OPMmgpmvx3QH-MHslPfu6g,z9G1SnPtxN_KkZb-e4Qc-w,5zqvErekexa_89W6-6uZ4g,5,0,0,0,"I'll start this review with useful information. Order the shrimp and grits. I was pleasantly surprised and my expectations were exceeded way beyond my imagination. The popping tomatoes, the goat cheese, and the chimichurri sauce elevated this dish beyond its original limit. All the cocktails are great, can't go wrong with any of them. 

I also ordered a bread pudding for dessert, not on the menu, but recommended by the waiter. At first glance, it's underwhelming and very ""not"" bread pudding. It appeared to be more of a burnt toast. But once it's in your mouth, there are waves of different flavors and textures, hitting in intervals. It was an EXPERIENCE in every bite. I was in heaven.
 
If you've ever taken a psychedelic, try to revisit the state you were in when you're coming down from a good trip and you're in a hazy state of calm with a lot of feelings and thoughts ruminating for a bit and then evaporating from your mind. That was how my husband and I felt after eating here the other night. 

If you haven't taken a psychedelic, Another way to think of it is, imagine you have a typical 8 slice large pie of pizza. The first slice is fantastic. You're having a great time. The second slice is cool, you're still having a great time. The third slice, ok, the value is starting to diminish but it's good. Fourth slice, yeah, we've kind of lost that first slice amazement, but were full :). 5th or 6th slice, you might hate yourself a little. 7-8th slice is a struggle and why are we here right now.... but LouVino is different.. see imagine that every single slice was like that first slice. Imagine the Entire way through this 8 slice pizza that it is just as fantastic as the first slice.",2021-01-18 16:25:46,365,1705,
IqLqEyCm9F7Jetkexmcleg,0byue-eYNYyW7JsZJdxC9g,IujwicxDML3FMfHURhkojA,1,4,0,0,"We used to love coming to this place after a hike or to watch a game and told all of our friends to come here for the amazing pizza. After moving to the west side my husband, brother, and I decided to make the 45 minute drive across town to come to our favorite pizza place. Unfortunately we had probably the worst service I have probably ever had at a bar or restaurant. First off, right when we walked in we felt unwelcome. While other people, which I'm assuming are regulars, got greeted warmly and immediately, we got the once over and were immediately asked if we were 21. We all ordered some pizza, appetizers, and a couple beers. The beer I got was not good and tasted syrupy, so after I took a sip I politely asked to have the beer replaced with something else. The server/bartender immediately said that since she poured it and I took a sip that I would still have to pay for this bad beer. My husband and I were like.... thats a strange policy to have. She became pretty argumentative, stating that every bar has that policy and if they gave everyone who didn't like their beer a new beer for free people would just do it all the time. What?! So I'm gonna take one sip of a beer, ask for a new free one, and repeat this one sip process over and over? Right... So then she asked the manager if I could have a new beer for no cost, came back with my new beer and said, ""Just so you know, I was able to take that beer off your check, just this one time."" and she continued to go on and argue with my husband about how they just lost $7 (which we all know a beer does not cost the restaurant $7 off the tap). I told my husband just to stop because we were obviously not getting anywhere with this conversation, and we ate our food feeling pretty uncomfortable for the remainder of the visit. When we were done, we paid and left without anyone saying any sort of goodbye. I have worked in the food industry my whole life and have never heard of any bar or restaurant that forces custimers to pay for drinks or food that they don't like, and also try to make them feel bad about it.

Needless to say, we will not be returning again and will also not be referring our friends anymore. We spent about $70 at this establishment and they lost our business and our referrals over a $1.50 pour of beer. Sadly, looking at some of the more recent reviews it seems like this may be the new norm here. We will be finding other local businesses to support during this time. Hopefully management will read this and learn something.",2021-01-17 18:59:34,542,2523,
BSjfHgElhQUdIaERtXABCw,JB4ohgUVnt5OM9yYSEyuAw,G81RzrI_AdGmzS-T8j57Yg,5,0,0,0,"Jeff was my Hail Mary attempt at getting my life out of the stone age. During hurricane zeta a tree took down a power line and snapped my grounding wire. I called energy 6 times since zeta.. no one ever came to fix it. As other storms came in and out of New Orleans, my power starting flickering, WiFi stopped working and finally my room had no power at all. Entergy kept ghosting me so I called 3 different electricians. The first couldn't come for over a week. The second said they would come in the morning.. never showed up, never called me back. But Jeff, he answered my desperate call immediately. Came to my house that day! First, he entered my house sat on the floor with my dog and gave him treats! He wore a mask the entire time, entertained me with all sorts of life stories and experiences! Then, he made a temporary grounding wire to give my house full power. HE called Entergy.. used his smooth talking skills, and then waited around until the came to fix the grounding wire. Had he not been there, I'm sure I would still be in this endless battle. He is coming back to fix my cracked weather head, and I couldn't be more thankful to him! If you want an all around amazing handy man, Jeff is your man! He looked at my washer that was giving problems, gave me a few other suggestions for fixing some under the house work. But mostly, he gave me the ability to finally live normal again! I will for sure be using Jeff for all my home issues! Jack of all trades!",2021-01-15 16:47:22,319,1473,
g8vy5ckenVuxYTdFOcL68g,Uwj54BqrO30ybSzICGSyrw,Hj44PIrCtv61ETVclzLMwg,5,6,2,3,"Extensive research went into where we should have breakfast in Santa Barbara. This was one the top rated & so we made our drive up early one Sunday & popped into downtown for some brekkie. Being Sunday, it was quiet & there wasn't much traffic. Many streets were closed to through traffic to allow social distancing of pedestrian traffic.  Parking was found around the corner & upon arriving, there was naturally a line. It wasn't too long of a wait. Orders are placed at the counter & a number is given to you. You are free to find your own table. There is both indoor & outdoor seating & indoor was ok when we went in October, but I'd check to see what the current situation is. We sat outside, along the side of the building & it's all very pretty. The building has big windows that pretty much open up to the outdoors & views are lovely. Now onto our food!! I had a plate of French toast. Hubby had the breakfast burrito. Yes & yes to both. All the flavors & textures were there. Moistness (I know y'all hate that word but it's important with certain foods) was on point cause I've had many a dry French toast & this wasn't dry. No rubbery burrito here. Prices are about standard for cute boutique-y cafes of this sort. They also have these tempting looking pastries behind the glass at the counter. Try NOT to take one with you! 99.9% chance that scone will be going home with you. It probably won't make it that far.",2021-01-06 15:42:42,305,1422,
_h_4HjlvwfKC32k0ETfAcw,7JJM7FArctoBq5d8sbFdHQ,FfZ2SoFhXvAHSPUhf7w5hg,2,17,0,3,"This is a difficult review to write. First because the staff; from the front desk to the x-ray technician in the back are all lovely
sweet ladies. I've been to this location twice for x-rays. 

This last time I needed to have views of my left knee since I had a bad fall downstairs right before Christmas...great.
This is a very busy location, both times I have been. This time all the Covid protocols were in place. They had a gal in the
entrance way set up for taking your temperature and asking the usual questions. My husband could not accompany me. 
This was fine since it was super busy and all the seats were taken. It was difficult to distance a good amount. 
I didn't have to wait too long, only about 10 minutes after my appointment time. I had them sent to my current G.P.

The good news is I didn't have a fracture but I can tell I tore something in there because the pain is pretty significant. 
I was getting totally ignored by my G.P.'s office big time. A sweet gal that works for the Orthopedic Surgeon that I went to
2 years ago referred me to ROC urgent care. You can just show up and and see the doctor on duty.

He had the x-rays sent over from the G.P.'s office and he said the x-rays were totally unreadable and they were! So we had 
to do another set of them (my insurance company's gonna be thrilled ) and this time they did 6 views. The big difference is at Reno Diagnostics
I had to undress completely and at ROC I stayed in my clothing... The machine must be ancient at Reno Diagnostics...Please be forewarned 
if you need x-rays... I saw them myself and even though I'm not a physician, I can clearly see Nothing! Very bad! I don't know if it was the machine or the technician.
I'm not sure who is a fault but  don't go there for your x-rays!",2021-01-09 02:07:03,383,1770,
fC1YMP9zy1h4GxddYTaTZA,nuH0RUtBQZFEPZHB5dpxOA,ONuqtwn8euUIWumg3U_4DQ,1,1,0,0,"If I could give them zero stars, I would.   
I had an appointment for refrigerator maintenance. It took more than 8 weeks to even get on their calendar.  After receiving an email and a text notification that the technician was on his way, which was at about 7:30 a.m., I emptied most of the refrigerator and took 100% of the items off the top. I kept checking my phone, and even looked outside several times. The only notification I received, around 8:30 a.m., was that the tech, Allen, had departed stating we were not at home and that we could reach him at the phone number he left in a VM. He did not call (so there was no voicemail); he did not knock; and he did not approach our home at all. My husband was working out in the driveway from 7:30 a.m. to 8:40 a.m. and did not see him. Further, when I was searching my email for a phone number and saw his same, bogus claim that we were not at home, there was a photo attached -- of my neighbor's home! Had he looked at the house numbers he would have realized his error. Had he called I would have walked outside. Nothing. And the only resolution offered at first was to reschedule. It took me more than 8 weeks to get on the schedule, and this was an error of Sears', not mine. Finally, after many ""chat"" exchanges, I asked for a phone number and was told that dispatch would reach out. I never heard from anyone.  The technician lied that he called me (not only is there no VM, there is not even a missed call) and then he took a photo of the wrong home to prove that we were absent.  SO crazy!  Our house numbers are easy to read, and my phone number is right there on the paperwork.  They had no problem reaching out via text numerous times to let me know they were en route, but somehow they could not figure out how to contact me when they arrived???  Most people would (a) check the house number, and (b) call the person.  Sears used to be such a trusted institution -- but I am not at all surprised they are in such trouble now.  Needless to say, I will go elsewhere for maintenance and repair from now on, and this refrigerator was the last Sears purchase I will ever make.",2021-01-04 22:39:04,471,2136,
L5mD3c9opT_oSA3iC_GY1g,ARTzylDPehrsQtHd0IJMFA,CSEpzvkml2ige4G5aoa03w,1,0,0,0,"If I could give it 0 stars I would . I originally purchased 2 round trip flights  2 months in advance .for a non stop round trip from New Orleans to Chicago ( 11:00 - 1:30 I believe ] . Less than a week later AMERICAN AIRLINES changed our flight . For a departure time of 7:30 am ..with a layover of just 1/2 hour to catch a connecting flight .  ( let's not forget to mention , that out of 8 kiosks only 2 were working . ) Well needless to say . Our flight was delayed of a little over a 1/2 hour . Had to catch a ' train ' to get to the other side of the airport ..and naturally missed our connecting flight .  However ONE OF the attendants  waited for us ..gave us an upgrade. For a connecting flight that took off 1.5 hours later . Of course we had to take the train back to the other side of the airport .time to get something to eat and have a glass of wine .  
Now that was just for. The flight to get to Chicago .  Let's talk about the ' non stop ' flight back to New Orleans . That was suppose to be a flight at 10:30  am I believe.  However AA changed it AGAIN. To 7:00 am . Easy to get through TSA . BUT the plane was delayed for 5 yes , 5 hours !  Good GOD .
And now we are sitting in a small aircraft.  Jeepers .  
The reason I asked for a non stop , was A: COVID AND B: my husband has a walking stick , so he is unable to run for a connecting flight .
The Whole transportation part was horrible . Oh let's not forget the flight attendants walking back and forth like the Gestapo's making sure our masks were on properly , while one didn't abide by that rule at all .  Her nose was exposed . 
I will never fly AMERICAN Airlines again .  Same with the Spirit airlines , but that review is for another day .",2021-01-05 18:30:12,373,1717,
J5bR8F-Ny7Q6YYyLNeeGWA,xalgcjscRLNPuyaAeKNThA,9WCzvpbGzcs4AVYSThNYag,5,4,0,4,"I have lived here for years and had never made it to this meseum.  That all changed today. This museum is HUGE. Total discloser, I came on a day that they had free admission.  Normal admission is $17 for adults, $12 for kids. A bit on the steep side if you ask me, I would rate it on what I invested in the visit. 

The entrance to the White River Park parking garage located right in front of the museum. The ticket booth for the museum is located inside on the ground floor.  The staff there is very friendly and helpful. They are constantly cleaning and take COVID protocols serious. They have a cafe on site, that has limited seating and is a bit pricey, so I would plan accordingly.  

The museum is huge and is packed with tons of historical and interactive exhibits. They go an excellent job tying Indiana with a lot of national history events such as WWI, prehistoric times, Native Americans, civil rights, civil war, and the underground rail road. Their exhibits are masterfully put together. Some of the notable ones are the woolly mammoth, the animal display, the civil war display, the interactive wood cutting and splitting exhibits and the interactive earth/moon (Birth of the Earth) exhibit. Some of Indiana famous people are also on display in the American Originals exhibit including Madam CJ Walker, Larry Bird, Viviva Fox, Tavis Smiley, Reggie Miller, and Rupart Boneham. The little ones really enjoyed the interactiveness of the museum and it not only kept my attention and kept me engaged, It locked them in as well.

The third floor is dedicated to the interactive Fix: Heartbreak and Hope inside the Opioid Crisis exhibit.  It is very small, but extremely interactive and colorful.  

All in all, we spent almost 2 hours at the museum. FYI, this museum is located by many other museums, as well as the zoo (all within walking distance) and could be part of a larger itinerary or package deal to maximize your day. I am not sure the museum is worth the price of the regular admission and would look for one of their deals or free days they have throughout the year, but my family and I really enjoyed my complementary visit to the museum.",2021-01-18 23:53:48,434,2160,
ppEib_NpY7D1MjbTTvbJEg,waUWZIoJ9FjL-7HggtBo1w,rKprmg2siUf-6jv8VRUkqQ,1,0,0,0,"I bought a package from Aimee in the fall of 2019 for 5 massages and 5 facials.  I bought the massages with the idea of giving one to my friend for Christmas.  She approved and gave me a gift card or her.  Because of her availability and covid i still had 3 left.  I had a facial scheduled for December along with my girlfriends massage.  Aimee had to cancel that appointment.  My next one was today for a facial and my girlfriends massage.  Girlfriend went in first at 10:00 and was greeted by Aimee yelling that she was not on the schedule and that she was wrecking her whole day.  Accentuate Yelling!  My girlfriend texted a little nervous about going in because she was so crabby.  I came at 11:00 for my facial and told her we had to talk about this.  There is no reason for her to treat my friend the way she did and tried to discuss with her why she was acting that way.  Agree I had raised my voice but there was no reasoning with her.  She was now yelling at me which my girlfriend could hear from the room.  She never had my girlfriend fill out anything, sign anything just took her back for her massage.  No extra time just the hour massage.  Needless to say I didn't stay for my facial and the 2 facials and massages left(all paid for)our now useless as I'd rather pay extra and go to a real professional.  
I will say my girlfriend said the massage was good but can't get over the way she acted.
Read other reviews this is not her first temper tantrum!!!",2021-01-14 17:02:53,307,1467,
OAcqfwo2b6txBJ34Po3qXw,kvtymCCeXDTB8TWm5RVl2Q,6ZdgPekv8DEvwLmh66wJIQ,1,1,0,0,"I was supposed to get my hair done today but instead I received a call from the rudest store manager I have ever spoken to. This is the person setting an example for the employees. 
I had an appointment at 12pm confirmed by 2 texts messages yesterday.  I received a phone call from Molly to ask COVID questions about 10:45am and as we were hanging up she said see you at 11. I  corrected her and said my appointment was at 12pm and I  then checked my texts and found they sent me a text at 10:03am thus morning changing my appointment to 11am. I told Molly there was no way I could be there by 11am. I should have received a courtesy call if appointment was changing morning of. She said she would have to talk to her manager since I can't be in at 11 and would call me back. A few 
minutes later the manager called and proceeded to tell me the system says my appointment was at  11am. I told her I received 2 text message reminders yesterday for my appointment at 12pm  not 11am. She told me I would need to send her a snip it of the texts because that is not what her system says my appointment is.  I was appalled, she was basically calling me a liar and asking for proof of the text messages. I expressed this to her and she sarcastically said I'm sorry we can schedule you for another day. She proceeded to say they were having system issues. I responded how was that my issue and now I have to reschedule. Doing our whole conversation she spoke to me rudely. I told her she needs customer service training.  I asked to speak to her manager, she said she was on vacation and she would send me her email just before she rudely commented have a nice day and hung up on me. 
I was highly offended by the treatment I received and was extremely surprised that a person in management would speak to a customer in this manner and insinuate I was not being honest.  You can see for yourself I was being honest with her.",2021-01-10 19:29:12,392,1916,
2uv0AA8r97mj5fWKEC0rsg,MjlAbTDND2FOlQI0ySfR2w,NNTAWh1FDebgdoXltBTM_Q,5,5,3,5,"The other day we did a delivery from Sal's for the first time, and I think we found ourselves a new favorite pizza place!

We ordered a small double cheese and double pepperoni with a thin New York style crust and it was delicious. The sauce and crust were really good, and they gave us the amount of double toppings that we expected. I'd definitely order this one again.

The second pizza we ordered was a small white pizza on a thin NY style crust which was also delicious. I liked the slightly browned cheese and the liberal amount of garlic on this pie. I think next time I may try this pie with some onions and tomatoes.

For dessert we ordered the Italian doughnuts (I forgot the real name) and they were also very good. These are made with fried yeast dough and have a coating of fine sugar and a side of chocolate dipping sauce. I had several and it was a nice ending for a great meal.

The prices for this pizza were somewhat on the higher end, but I really felt that the price was reasonable for the food quality. The food was delivered quickly and was still very hot even though it was pretty cold outside. I was impressed from the first bite to the last, and wouldn't mind trying more of their menu items.

I enjoyed our first experience with Sal's, and I'm really looking forward to ordering from them again very soon!


Here's an update...

Today we ordered curbside pickup and the meals were wonderful. I ordered lasagna which was delicious. I particularly liked the fresh taste of the tomato sauce, and the mozzarella cheese they use is amazing. I'd definitely order that again. My wife ordered the chicken parmigiana which was also delicious. 

I'm really looking forward to trying more menu items from Sal's!",2021-01-30 02:05:06,350,1726,
mCtyzeX9wXCm5OwEtgdotQ,ZcsOJrUPlFnMoDsFWlC29g,oiFw8lJrYUZ4zrffWwWiBg,5,1,0,3,"Did you ever wonder what the little green fence was for? You know that plastic fence It's in all the trays of sushi that you purchase.  I was thinking about that when I open up my lunch special but then I put my chopstick to the roll and my goodness how good!

This was a eat in the car meal for the three of us and each one chose a different lunch special. There was one box and then there were two who got the rolls. Believe me this place rocks! And rolls boy does it roll!!

And, the lunch prices are absolutely unbelievably low, reasonable, wow what a bargain!  For an absolutely incredibly complete lunch You pay less than you pay at one of those arched fast food joints! 

FIVE STARS start with service and customer care. from the moment I started speaking with these folks on the phone right through the pickup You can tell they cared about their customers. The inside of this restaurant obviously is geared for customer protection. There are shields and everyone is wearing a mask fully covering their nose and mouth. The cashier wears gloves on our hands. But you can sense the smiles under the masks because they care about you their customers.

The lunch is a complete lunch two rolls soup and salad for under $10. The box is under $9.

The freshness is clear from the fish and the flavors in the beef nagamaki were so yummy!

If you're hanging around Glassboro or if you go to Rowan University do you need to have this place on your GPS to make it an automatic stop!",2021-01-31 20:26:07,302,1478,
f1lqNej2idtsNp69p7iHqA,5isALx5RtvA8A_GvQQavTg,egddrKAZ4Cj__lfLhwdTXA,5,4,0,3,"Love this company and its mission. it's a Co-op so I am a part owner in the company, which is always a great feeling. 

Things to love about REI in general: 
- it's $20 lifetime REI coop member price. Lots of great benefits and perks, all for only $20 over your entire lifetime. 
- dividends: being a member, you get $$ back whenever you buy full-priced items 
- the knowledge. REI has become my go-to when I have questions about anything outdoorsy, including gear, general advice and guidance, places to visit, and more
- returns: don't like something even if you've used it within the last year? Return it, no questions asked, and get a full refund.
- the garage sales: there's no hiding that REI can be quite pricey compared to to other places. If you want to get some good, used gear, be sure to hit up one of their local garage sales to buy used gear, with the reasons why they were returned very nicely displayed on the price tags so you know what you're buying. 

This particular location is quite small compared to many other locations, but I'm still happy that we have one in Indy! I most recently came to get fitted for a backpacking backpack. I was helped immediately. 

I worked with someone named Nate. He was very, very helpful. Great convo and had lots of tips and guidance for my first backpacking trip. He set me up with gear that works best for me and my needs/wants. 

I love this store and never find it hard to come up with an excuse to visit if i'm in the area.",2021-01-21 19:18:48,322,1483,
Ciuvg6WqUaZ_UGrtB63fIw,TU35tFHxZzlN_iPpriIwxw,Gr6nYrQ_-3p4LcE4M84lTw,1,1,0,0,"Plymouth Meeting Location...By far the worst experience I've EVER had in any restaurant.  FULL DISCLOSURE I run a smaller restaurant so I maybe a little more picky than usual on what I expect but this was horrible! 

Party of 9 there at 3pm on Saturday afternoon.  Can only have 8 to a table because of Covid. Even though 1 of us is 2 years old in a high chair we now have TWO very large long tables that WEREN'T 6 feet apart I might add. Point being if we are going to follow rules FOLLOW ALL OF THEM! Moving on...takes almost 15 minutes for anyone to come to our tables. Clearly the 2 waitresses they have working this restaurant are completely overwhelmed.  
""Can I have a Margarita?"" No sorry NO TEQUILA until 5 pm. Puzzled ok...Ill take a such and such (dont remember the name, something dangerous water) it was blue with a few other liquors in it. ""SURE""
Someone else in our party orders a Truly seltzer.  ""No sorry we don't have that kind thats advertised to have, no we don't have that kind either!"" 
""OK just bring me what you have!"" Side note...she tried ordering ANOTHER of this flavor and no surprise it was the ONLY can in the whole house! 
My husband order's a Corona...20 minutes later they come over with a pony size.  Ummmm ok. We need refills within 15 minutes of getting the drinks  from screaming back and forth and we wait...I see now a LARGE birthday party for a child has come in and is next to us. The manager did try and have them separate than gave up for a good 30 minutes while 13 kids sat at one table (yes I was petty and counted) because my 2 year old son counted as a person in a high chair(again i get it) and we were at 2 tables for being 1 person over. Here comes my water downed full of ice done in 3 sips drink. Still wondering why I can get SOME liquor but not TEQUILA.  
FOOD...ok...my sons MEDIUM burger came out burnt. Chicken fingers were very soggy but no surprise we couldn't tell anyone because we never saw our server.  I did see 3 different manager 2 men and one women and not ONE came to our table to check on us. FINALLY all of our food comes.  No sharing plates,  no Ketchup 5 roll ups(we have 8 eating) and still waiting for our refills.  Needless to say we were done! $220 dollars later we went downstairs hungry,  thirsty and annoyed. Our so sweet overwhelmed waitress did ask at the end how was everything and when I said(being a manager myself) it wasn't a pleasant experience while screaming over the 25 kids running around the restaurant from the party next to us. She didn't even offer to have a manger come over. A manager NEVER touched our table. They were to busy clearing the tables in the bar area I guess you would call that to seat MORE ppl when they clearly couldn't handle the customers they had already and must not have gotten their beer delivery yet either. Worst experience EVER!!! I waited until Sunday night to write this and plan on calling tomorrow because they are a sports bar and it was Sunday. They can't handle what's happening inside at one time I knew it would be pointless to call and explain from the outside.  IM ONLY giving it a 1 star because the waitress TRIED. Should she be in a section with 7 tables Absolutely NOT! Do I understand places are under staffed now yes, I'm in the same boat. But don't seat more customers if you can't take care of the ones you have!!! Side note...food runners were super sweet!!",2021-01-11 05:35:22,737,3399,
xWLynLhrf9hxdhIY29vgWw,ipsUqDOegEQyU1R5oNJMTQ,V9VLhHdSFpFi4yXFqVcVEA,5,0,0,0,"Peche is definitely one of the best seafood restaurants in New Orleans. You can't beat the freshness of their seafood and their innovative takes on each dish. 

My friend and I had dinner there the night before NYE, and they hit it out of the ball park! The service was excellent; they were attentive and gave great recommendations. 

We started with a dozen raw oysters from three different regions - AL, and two different regions in LA (can't remember where in LA) but the oysters were very fresh. I also appreciated that they gave us shallot vinegar to top our oysters with. I think it takes the flavor to the next level. 

In addition to the oysters, we are had the seafood salad and the fried bread. The seafood salad was very similar to a ceviche, which had tuna, avocado, and shrimp, served with flatbread crisps. It had a very clean and refreshing taste. The fried bread balls were delicious. It tasted similar to a salty soft pretzel. Unfortunately, I do not have any pictures of these appetizers because we were so hungry! 

For the main entree we shared the whole redfish. It was outstanding. The chimichurri sauce was superb. Needless to say, there were no leftovers. Our server recommended a great crisp bottle of white to complement our dish. It was the perfect dinner. We finished off with a slice of Key Lime Pie. Usually I'm not the biggest fan of Key Lime Pie, but this was one of the best I've ever tasted. 

Don't walk, run to Pêche if you are craving fresh seafood!",2021-01-03 20:07:34,307,1486,
